apelido,foto,pontuacao,posicao_id,clube_id,entrou_em_campo,scout.CA,scout.DS,scout.FC,scout.FF,scout.FD,scout.FS,scout.I,scout.SG,scout.A,scout.G,scout.DE,scout.GS,scout.V,scout.PS,scout.FT,scout.PP,scout.DP,scout.CV,scout.PC,scout.GC
Stênio,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png"">link</a>",0.8,5,283,True,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Ríos,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png"">link</a>",2.1,4,275,True,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michel Araújo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png"">link</a>",0.8,4,276,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanderlan,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png"">link</a>",5.0,2,275,True,1.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png"">link</a>",2.5,4,266,True,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Natanael,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0XMnyZN.png"">link</a>",3.4,2,294,True,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adriel,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_WyxMzh5.png"">link</a>",1.5,1,284,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_KnKkZDT.png"">link</a>",-1.6,5,294,True,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png"">link</a>",1.2,2,290,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fausto Vera,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png"">link</a>",0.5,4,264,True,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galarza,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_G8IevUF.png"">link</a>",2.9,4,267,True,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Sá,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png"">link</a>",3.7,5,263,True,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calebe,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png"">link</a>",4.2,4,356,True,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joaquim,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png"">link</a>",1.7,3,277,True,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martinelli,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png"">link</a>",1.2,4,266,True,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Novaes,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png"">link</a>",-0.3,5,290,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhoanner Chávez,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_bZ6JNlc.png"">link</a>",0.4,2,265,True,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ângelo,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CqBwl6X.png"">link</a>",0.9,5,277,True,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abel Ferreira,"<a href=""https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png"">link</a>",4.01,6,275,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrés Hurtado,"<a href=""https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png"">link</a>",12.7,2,280,True,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubens,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png"">link</a>",3.6,2,282,True,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Kennedy,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ZAgi9kx.png"">link</a>",3.2,5,266,True,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biel,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png"">link</a>",6.6,5,265,True,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Orellano,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_QTGO9rI.png"">link</a>",0.5,4,267,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Paiva,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png"">link</a>",2.15,6,265,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustavo Martins,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_levDrmA.png"">link</a>",2.3,3,284,True,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorriso,"<a href=""https://s.sde.globo.com/media/person_role/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png"">link</a>",1.2,5,280,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Augusto,"<a href=""https://s.sde.globo.com/media/person_role/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png"">link</a>",-0.3,5,264,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
António Oliveira,"<a href=""https://s.sde.globo.com/media/person_role/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png"">link</a>",4.26,6,1371,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adson,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png"">link</a>",7.7,4,264,True,0.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus Cunha,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xwFOLiN.png"">link</a>",5.0,1,262,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oUqfC4H.png"">link</a>",0.0,4,267,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,"<a href=""https://s.sde.globo.com/media/person_role/2021/03/15/a1e027a6133eb086771225ec24cc7c69_FORMATO.png"">link</a>",1.2,4,266,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quagliata,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_kkqhEEK.png"">link</a>",1.7,5,1371,True,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julián Palacios,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_C8xKUgn.png"">link</a>",-0.6,4,290,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Beraldo,"<a href=""https://s.sde.globo.com/media/person_role/2022/07/22/aef0c837cb53876eb1509bd8c3eaa586_FORMATO.png"">link</a>",2.9,3,276,True,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capasso,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png"">link</a>",-0.1,3,267,True,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Maia,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png"">link</a>",11.0,4,276,True,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Pires,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_YT2uQmw.png"">link</a>",2.4,2,277,True,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitor Roque,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png"">link</a>",12.1,5,293,True,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thauan Lara,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png"">link</a>",6.4,2,285,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus França,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FjNeYnR.png"">link</a>",3.6,4,262,True,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png"">link</a>",3.4,2,262,True,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhon Jhon,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png"">link</a>",1.7,4,275,True,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mila,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GjZARIK.png"">link</a>",2.2,4,284,True,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lelê,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png"">link</a>",0.8,5,266,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Endrick,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png"">link</a>",0.5,5,275,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Hugo,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png"">link</a>",0.0,4,262,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raí,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png"">link</a>",0.0,4,263,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuiabano,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ER9oADt.png"">link</a>",11.1,2,284,True,0.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hércules,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_U5EjTT7.png"">link</a>",0.7,4,356,True,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamerson,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_FvosjlG.png"">link</a>",0.0,2,294,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Ruiz,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XXpQoGP.png"">link</a>",0.8,4,277,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Borbas,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_y6Ph2tU.png"">link</a>",-0.3,5,280,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Marques,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Xz7R3yj.png"">link</a>",-1.7,5,327,True,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Caixinha,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png"">link</a>",9.21,6,280,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley,"<a href=""https://s.sde.globo.com/media/person_role/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png"">link</a>",-0.3,5,264,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodriguinho,"<a href=""https://s.sde.globo.com/media/person_role/2022/07/03/2c39fe8401bb55ea80a9a5bf0fde08ef_FORMATO.png"">link</a>",0.0,4,276,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weslley Patati,"<a href=""https://s.sde.globo.com/media/person_role/2022/07/10/a604fa10e6f654cdd7a69453df88ea07_FORMATO.jpeg"">link</a>",3.6,5,277,True,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eguinaldo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_tsGYQ1l.png"">link</a>",1.0,5,267,True,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateus Carvalho,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_AtC7CQ7.png"">link</a>",0.9,4,267,True,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaio César,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jGkK86O.png"">link</a>",0.5,5,294,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_rIXRX47.png"">link</a>",-0.1,5,284,True,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Murillo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_dsRP9Y8.png"">link</a>",5.0,3,264,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Janderson,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ubiTL56.png"">link</a>",1.2,5,263,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovanni Manson,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_7pCfzQS.png"">link</a>",0.5,4,266,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_9WvAzGp.png"">link</a>",-1.3,2,265,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustavinho,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_D4mqWRg.png"">link</a>",0.5,4,280,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucca,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_hF9GrgX.png"">link</a>",0.0,5,285,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barros,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_VK7ktPd.png"">link</a>",0.6,4,267,True,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Santos,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_TrU9q7C.png"">link</a>",-1.9,2,290,True,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breno,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_RDObIp6.png"">link</a>",2.4,4,327,True,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cauly,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ruw71T7.png"">link</a>",3.7,4,265,True,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pepa,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/20/photo_220x220_o3JUWBe.png"">link</a>",4.68,6,283,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Mosquera,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_TRxfH8B.png"">link</a>",0.0,5,280,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deivid Washington,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JoJB3Ta.png"">link</a>",-0.5,5,277,True,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Fernandes,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/20/photo_FORMATO.png"">link</a>",0.0,5,284,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruan Assis,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/27/photo_220x220.png"">link</a>",1.2,4,294,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mano Menezes,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO.png"">link</a>",8.09,6,285,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_TV5Ba3v.png"">link</a>",0.0,1,266,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Mezenga,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_arJY0Tn.png"">link</a>",1.2,5,277,True,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafinha,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/01/de7df71bb9091a8547f8d8bd0212b549_FORMATO.png"">link</a>",3.4,2,276,True,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Heleno,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_msFDFpI.png"">link</a>",0.1,3,293,True,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Augusto,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_tP0yBkY.png"">link</a>",3.8,4,264,True,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Melo,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_3jDOHjM.png"">link</a>",0.8,4,266,True,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariano,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JIN8fSy.png"">link</a>",0.5,2,282,True,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hulk,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_VrWmS3u.png"">link</a>",2.1,5,282,True,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vagner Mancini,"<a href=""https://s.sde.globo.com/media/person_role/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png"">link</a>",1.03,6,327,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorival Júnior,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_Lo29Wew.png"">link</a>",6.15,6,276,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
